,Unnamed: 0,playerID,nameFirst,nameLast,bats,throws,debut,finalGame,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,IBB,HBP,SH,SF,Years_Played,HoF,votedBy,Most Valuable Player,AS_games,Gold Glove,Rookie of the Year,World Series MVP,Silver Slugger,playerIDmstr,G_all,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,pre1920,1920-41,1942-45,1946-62,1963-76,1977-92,1993-2009,post2009,1B,SLG,OBS,OPS
524,3405.0,comisch01,Charlie,Comiskey,R,R,1882-05-02,1894.0,1390.0,5796.0,992.0,1529.0,207.0,68.0,28.0,883.0,,197.0,,,,,,13.0,,,,,,,,,comisch01,1390,4,0,1363,25,0,0,3,3,11,17,0.0,1390,0,0,0,0,0,0,0,1226.0,0.33747412008281574,,
564,11673.0,mcphebi01,Bid,McPhee,R,R,1882-05-02,1899.0,2138.0,8304.0,1684.0,2258.0,303.0,189.0,53.0,1072.0,,982.0,,,,,,18.0,1.0,Veterans,,,,,,,mcphebi01,2138,0,0,0,2129,1,0,0,1,3,4,0.0,2138,0,0,0,0,0,0,0,1713.0,0.3730732177263969,,
573,13863.0,pfefffr01,Fred,Pfeffer,R,R,1882-05-01,1897.0,1671.0,6560.0,1096.0,1680.0,231.0,120.0,94.0,1021.0,,527.0,503.0,,,,,16.0,,,,,,,,,pfefffr01,1671,8,0,15,1538,1,121,0,2,1,3,0.0,1671,0,0,0,0,0,0,0,1235.0,0.37088414634146344,,
578,15011.0,robinya01,Yank,Robinson,R,R,1882-08-24,1892.0,981.0,3436.0,700.0,827.0,148.0,44.0,16.0,,,667.0,,,,,,10.0,,,,,,,,,robinya01,981,14,17,1,701,143,66,52,2,2,56,0.0,981,0,0,0,0,0,0,0,619.0,0.3233410942956927,,
592,17103.0,striccu01,Cub,Stricker,R,R,1882-05-02,1893.0,1196.0,4635.0,790.0,1106.0,128.0,47.0,12.0,,,414.0,,,,,,11.0,,,,,,,,,striccu01,1196,8,3,0,1145,4,32,0,1,19,20,0.0,1196,0,0,0,0,0,0,0,919.0,0.2942826321467098,,
603,19248.0,wolfji01,Chicken,Wolf,R,R,1882-05-02,1892.0,1196.0,4959.0,779.0,1439.0,212.0,109.0,18.0,,,229.0,,,,,,11.0,,,,,,,,,wolfji01,1196,3,39,43,15,26,64,17,3,1024,1040,0.0,1196,0,0,0,0,0,0,0,1100.0,0.3877797943133696,,
619,3592.0,corkhpo01,Pop,Corkhill,L,R,1883-05-01,1892.0,1086.0,4404.0,650.0,1120.0,110.0,80.0,31.0,631.0,,174.0,,,,,,10.0,,,,,,,,,corkhpo01,1086,17,0,26,3,15,17,6,615,420,1041,0.0,1086,0,0,0,0,0,0,0,899.0,0.33673932788374206,,
650,9703.0,kuehnbi01,Bill,Kuehne,R,R,1883-05-01,1892.0,1087.0,4286.0,533.0,993.0,145.0,115.0,25.0,,,136.0,,,,,,10.0,,,,,,,,,kuehnbi01,1087,0,0,24,25,798,171,33,9,30,73,0.0,1087,0,0,0,0,0,0,0,708.0,0.33667755482967804,,
657,12517.0,mulvejo01,Joe,Mulvey,R,R,1883-05-31,1895.0,987.0,4063.0,598.0,1059.0,157.0,71.0,28.0,532.0,,134.0,257.0,,,,,12.0,,,,,,,,,mulvejo01,987,0,0,0,0,983,4,0,0,1,1,0.0,987,0,0,0,0,0,0,0,803.0,0.3549101649027812,,
660,13207.0,oneilti01,Tip,O'Neill,R,R,1883-05-05,1892.0,1052.0,4248.0,879.0,1385.0,222.0,92.0,52.0,757.0,,420.0,,,,,,10.0,,,,,,,,,oneilti01,1052,36,0,1,0,0,0,1010,6,6,1022,0.0,1052,0,0,0,0,0,0,0,1019.0,0.4583333333333333,,
665,14374.0,radfopa01,Paul,Radford,R,R,1883-05-01,1894.0,1361.0,4979.0,945.0,1206.0,176.0,57.0,13.0,462.0,,790.0,449.0,,,,,12.0,,,,,,,,,radfopa01,1361,10,0,0,54,62,356,33,153,724,902,0.0,1361,0,0,0,0,0,0,0,960.0,0.308294838320948,,
727,2341.0,burnsoy01,Oyster,Burns,R,R,1884-08-18,1895.0,1188.0,4645.0,870.0,1392.0,224.0,129.0,65.0,,,464.0,,,,,,11.0,,,,,,,,,burnsoy01,1188,25,0,2,21,66,200,100,15,781,895,0.0,1188,0,0,0,0,0,0,0,974.0,0.4454251883745963,,
738,2773.0,carutbo01,Bob,Caruthers,L,R,1884-09-07,1893.0,705.0,2465.0,508.0,695.0,104.0,50.0,29.0,,,417.0,,,24.0,,,10.0,,,,,,,,,carutbo01,705,340,0,13,9,0,0,58,30,280,366,0.0,705,0,0,0,0,0,0,0,512.0,0.4,,
743,3216.0,clemeja01,Jack,Clements,L,L,1884-04-22,1900.0,1160.0,4295.0,619.0,1231.0,226.0,60.0,77.0,,,341.0,,,,,,17.0,,,,,,,,,clemeja01,1160,0,1076,8,0,4,4,8,7,26,41,0.0,1160,0,0,0,0,0,0,0,868.0,0.4209545983701979,,
771,4017.0,dalyto01,Tom,Daly,B,R,1884-06-09,1903.0,1568.0,5701.0,1025.0,1583.0,262.0,103.0,49.0,,,687.0,,,,,,17.0,,,,,,,,,dalyto01,1568,0,308,40,1058,102,14,9,17,29,55,,1568,0,0,0,0,0,0,0,1169.0,0.38554639536923346,,
780,4623.0,donneji01,Jim,Donnelly,R,R,1884-08-11,1898.0,654.0,2388.0,322.0,549.0,56.0,28.0,2.0,,,169.0,,,,,,11.0,,,,,,,,,donneji01,654,0,0,0,2,631,15,2,2,2,6,0.0,654,0,0,0,0,0,0,0,463.0,0.27931323283082077,,
792,5100.0,elybo01,Bones,Ely,R,R,1884-06-19,1902.0,1343.0,5167.0,656.0,1333.0,149.0,68.0,24.0,657.0,,257.0,,,,,,14.0,,,,,,,,,elybo01,1343,9,0,4,10,4,1238,74,9,1,84,,1343,0,0,0,0,0,0,0,1092.0,0.32707567253725567,,
805,5719.0,foremfr01,Frank,Foreman,R,R,1884-05-15,1902.0,243.0,754.0,104.0,169.0,23.0,15.0,9.0,,,62.0,,,,,,11.0,,,,,,,,,foremfr01,243,229,0,0,0,0,0,7,9,6,21,,243,0,0,0,0,0,0,0,122.0,0.3302387267904509,,
807,5764.0,foutzda01,Dave,Foutz,R,R,1884-07-29,1896.0,1136.0,4537.0,784.0,1253.0,186.0,91.0,31.0,,,300.0,,,12.0,,,13.0,,,,,,,,,foutzda01,1136,251,0,596,0,0,1,92,33,196,320,0.0,1136,0,0,0,0,0,0,0,945.0,0.37778267577694513,,
812,6073.0,ganzech01,Charlie,Ganzel,R,R,1884-09-27,1897.0,787.0,2987.0,421.0,774.0,91.0,45.0,10.0,,,162.0,,,,,,14.0,,,,,,,,,ganzech01,787,0,579,40,51,11,18,25,5,71,100,0.0,787,0,0,0,0,0,0,0,628.0,0.32976230331436224,,
870,9891.0,larkihe01,Henry,Larkin,R,R,1884-05-01,1893.0,1184.0,4718.0,925.0,1429.0,259.0,114.0,53.0,836.0,,484.0,,,101.0,,,10.0,,,,,,,,,larkihe01,1184,0,0,710,27,1,0,308,124,20,451,0.0,1184,0,0,0,0,0,0,0,1003.0,0.43980500211954215,,
887,11183.0,maulal01,Al,Maul,R,R,1884-06-20,1901.0,411.0,1380.0,193.0,332.0,45.0,31.0,7.0,,,182.0,,,,,,15.0,,,,,,,,,maulal01,411,188,0,40,0,0,1,85,20,80,185,,411,0,0,0,0,0,0,0,249.0,0.3333333333333333,,
888,11322.0,mccarto01,Tommy,McCarthy,R,R,1884-07-10,1896.0,1273.0,5120.0,1066.0,1493.0,191.0,53.0,44.0,,,536.0,,,,,,13.0,1.0,Old Timers,,,,,,,mccarto01,1273,13,0,0,39,36,20,514,32,647,1188,0.0,1273,0,0,0,0,0,0,0,1205.0,0.375390625,,
894,11467.0,mcgarch01,Chippy,McGarr,R,R,1884-07-11,1896.0,827.0,3256.0,538.0,875.0,116.0,28.0,9.0,,,184.0,,,,,,10.0,,,,,,,,,mcgarch01,827,0,1,0,55,539,220,7,0,6,13,0.0,827,0,0,0,0,0,0,0,722.0,0.3298525798525799,,
895,11528.0,mcguide01,Deacon,McGuire,R,R,1884-06-21,1912.0,1781.0,6291.0,770.0,1750.0,300.0,79.0,45.0,,,515.0,,,,,,26.0,,,,,,,,,mcguide01,1781,1,1612,93,0,5,4,4,4,25,33,,1781,0,0,0,0,0,0,0,1326.0,0.37243681449690036,,
911,11959.0,milledo01,Doggie,Miller,R,R,1884-05-01,1896.0,1318.0,5171.0,839.0,1381.0,192.0,57.0,33.0,,,467.0,,,45.0,,,13.0,,,,,,,,,milledo01,1318,0,637,22,51,243,83,146,68,96,308,0.0,1318,0,0,0,0,0,0,0,1099.0,0.3453877393154129,,
914,12033.0,millijo01,Jocko,Milligan,R,R,1884-05-01,1893.0,772.0,2964.0,440.0,848.0,189.0,50.0,49.0,,,210.0,,,36.0,,,10.0,,,,,,,,,millijo01,772,0,585,184,0,2,0,0,6,3,9,0.0,772,0,0,0,0,0,0,0,560.0,0.4331983805668016,,
939,12707.0,nashbi01,Billy,Nash,R,R,1884-08-05,1898.0,1553.0,5867.0,1080.0,1616.0,271.0,87.0,60.0,,,805.0,,,,,,15.0,,,,,,,,,nashbi01,1553,2,0,0,43,1468,36,6,1,1,8,0.0,1553,0,0,0,0,0,0,0,1198.0,0.38196693369694906,,
956,13999.0,pinknge01,George,Pinkney,L,R,1884-08-16,1893.0,1163.0,4610.0,874.0,1212.0,170.0,56.0,21.0,539.0,,526.0,,,,,,10.0,,,,,,,,,pinknge01,1163,1,0,0,82,1061,21,0,0,0,0,0.0,1163,0,0,0,0,0,0,0,965.0,0.33774403470715836,,
962,14332.0,quinnjo02,Joe,Quinn,R,R,1884-04-26,1901.0,1772.0,6897.0,895.0,1804.0,228.0,70.0,30.0,,,366.0,,,,,,17.0,,,,,,,,,quinnjo02,1772,0,0,120,1307,88,135,31,66,27,124,,1772,0,0,0,0,0,0,0,1476.0,0.3279686820356677,,
967,14768.0,richada01,Danny,Richardson,R,R,1884-05-22,1894.0,1131.0,4451.0,676.0,1129.0,149.0,52.0,32.0,558.0,,283.0,289.0,,,,,11.0,,,,,,,,,richada01,1131,15,0,0,644,42,300,41,51,51,141,0.0,1131,0,0,0,0,0,0,0,896.0,0.332060211188497,,
997,16479.0,smithge01,Germany,Smith,R,R,1884-04-17,1898.0,1712.0,6562.0,907.0,1597.0,252.0,95.0,47.0,,,408.0,,,,,,15.0,,,,,,,,,smithge01,1712,1,1,0,43,2,1667,1,0,1,2,0.0,1712,0,0,0,0,0,0,0,1203.0,0.33221578786955197,,
1013,17526.0,terryad01,Adonis,Terry,R,R,1884-05-01,1897.0,667.0,2389.0,314.0,594.0,76.0,54.0,15.0,,,146.0,,,11.0,,,14.0,,,,,,,,,terryad01,667,440,0,15,0,1,16,94,43,79,216,0.0,667,0,0,0,0,0,0,0,449.0,0.3444956048555881,,
1029,18688.0,welchcu01,Curt,Welch,R,R,1884-05-01,1893.0,1107.0,4385.0,915.0,1152.0,215.0,66.0,16.0,,,381.0,,,173.0,,,10.0,,,,,,,,,welchcu01,1107,1,2,4,36,0,2,17,1059,0,1075,0.0,1107,0,0,0,0,0,0,0,855.0,0.35279361459521097,,
1043,19580.0,zimmech01,Chief,Zimmer,R,R,1884-07-18,1903.0,1280.0,4546.0,617.0,1225.0,222.0,76.0,26.0,625.0,,390.0,,,,,,19.0,,,,,,,,,zimmech01,1280,0,1239,25,0,3,1,0,1,4,5,,1280,0,0,0,0,0,0,0,901.0,0.36889573251209856,,
1051,3990.0,dailyco01,Con,Daily,L,R,1885-05-06,1896.0,628.0,2214.0,280.0,541.0,74.0,22.0,2.0,262.0,,208.0,208.0,,,,,12.0,,,,,,,,,dailyco01,628,0,548,32,1,6,2,8,9,28,45,0.0,628,0,0,0,0,0,0,0,443.0,0.3003613369467028,,
1069,10618.0,lyonsde01,Denny,Lyons,R,R,1885-09-18,1897.0,1123.0,4300.0,933.0,1334.0,244.0,69.0,62.0,756.0,,623.0,,,,,,13.0,,,,,,,,,lyonsde01,1123,0,0,36,0,1085,0,0,0,0,0,0.0,1123,0,0,0,0,0,0,0,959.0,0.44232558139534883,,
1083,15412.0,ryanji01,Jimmy,Ryan,R,L,1885-10-08,1903.0,2014.0,8172.0,1643.0,2513.0,451.0,157.0,118.0,1093.0,,804.0,491.0,,,,,18.0,,,,,,,,,ryanji01,2014,24,0,0,8,6,58,393,956,609,1945,,2014,0,0,0,0,0,0,0,1787.0,0.4444444444444444,,
1090,17654.0,thompsa01,Sam,Thompson,L,R,1885-07-02,1906.0,1410.0,5998.0,1261.0,1988.0,343.0,161.0,126.0,1308.0,,452.0,234.0,,,,,15.0,1.0,Veterans,,,,,,,thompsa01,1410,0,0,1,0,0,0,3,2,1404,1409,0.0,1410,0,0,0,0,0,0,0,1358.0,0.5053351117039013,,
1097,1350.0,bierblo01,Lou,Bierbauer,L,R,1886-04-17,1898.0,1385.0,5713.0,821.0,1524.0,209.0,95.0,34.0,839.0,206.0,268.0,,,15.0,,,13.0,,,,,,,,,bierblo01,1385,4,5,0,1366,14,3,0,0,0,0,0.0,1385,0,0,0,0,0,0,0,1186.0,0.3544547523192718,,
1100,1779.0,boyleja01,Jack,Boyle,R,R,1886-10-08,1898.0,1087.0,4232.0,671.0,1070.0,139.0,54.0,23.0,570.0,126.0,326.0,,,59.0,,,13.0,,,,,,,,,boyleja01,1087,0,544,458,7,51,43,6,2,7,15,0.0,1087,0,0,0,0,0,0,0,854.0,0.3275047258979206,,
1102,2937.0,chambel01,Ice Box,Chamberlain,R,R,1886-09-13,1896.0,332.0,1051.0,114.0,213.0,33.0,14.0,9.0,110.0,27.0,85.0,,,7.0,,,10.0,,,,,,,,,chambel01,332,321,0,0,1,0,0,3,2,11,16,0.0,332,0,0,0,0,0,0,0,157.0,0.28639391056137015,,
1131,9338.0,kilroma01,Matt,Kilroy,L,L,1886-04-17,1898.0,330.0,1062.0,163.0,236.0,24.0,17.0,1.0,103.0,67.0,118.0,,,7.0,,,10.0,,,,,,,,,kilroma01,330,303,0,0,0,1,2,12,4,20,36,0.0,330,0,0,0,0,0,0,0,194.0,0.2796610169491525,,
1132,9381.0,kingsi01,Silver,King,R,R,1886-09-28,1897.0,419.0,1305.0,182.0,259.0,32.0,23.0,4.0,135.0,24.0,166.0,279.0,,,,,10.0,,,,,,,,,kingsi01,419,397,0,3,0,1,0,0,7,17,23,0.0,419,0,0,0,0,0,0,0,200.0,0.2674329501915709,,
1133,9395.0,kinslto01,Tom,Kinslow,R,R,1886-06-04,1898.0,380.0,1414.0,186.0,376.0,40.0,29.0,12.0,222.0,18.0,67.0,103.0,,,,,10.0,,,,,,,,,kinslto01,380,0,373,3,0,0,0,0,0,2,2,0.0,380,0,0,0,0,0,0,0,295.0,0.3606789250353607,,
1134,10665.0,mackco01,Connie,Mack,R,R,1886-09-11,1896.0,724.0,2698.0,392.0,659.0,79.0,28.0,5.0,265.0,127.0,170.0,127.0,,,,,11.0,,,,,,,,,mackco01,724,0,610,61,2,0,1,6,3,46,55,0.0,724,0,0,0,0,0,0,0,547.0,0.2998517420311342,,
1149,15010.0,robinwi01,Wilbert,Robinson,R,R,1886-04-19,1902.0,1371.0,5075.0,637.0,1388.0,212.0,51.0,18.0,722.0,196.0,286.0,,,27.0,,,17.0,,,,,,,,,robinwi01,1371,0,1316,32,0,0,0,0,5,3,8,,1371,0,0,0,0,0,0,0,1107.0,0.3460098522167488,,
1151,15813.0,schripo01,Pop,Schriver,R,R,1886-04-29,1901.0,803.0,2733.0,368.0,721.0,117.0,40.0,16.0,377.0,46.0,227.0,,,41.0,,,14.0,,,,,,,,,schripo01,803,0,656,50,9,18,9,8,10,5,23,,803,0,0,0,0,0,0,0,548.0,0.3534577387486279,,
1153,16177.0,shindbi01,Billy,Shindle,R,R,1886-10-05,1898.0,1424.0,5815.0,993.0,1564.0,226.0,97.0,31.0,759.0,318.0,388.0,334.0,,,,,13.0,,,,,,,,,shindbi01,1424,0,0,0,0,1274,149,1,0,0,1,0.0,1424,0,0,0,0,0,0,0,1210.0,0.3571797076526225,,
1154,16195.0,shochge01,George,Shoch,R,R,1886-09-10,1897.0,707.0,2540.0,414.0,671.0,89.0,28.0,10.0,323.0,138.0,298.0,129.0,,,,,11.0,,,,,,,,,shochge01,707,1,0,0,157,73,180,99,41,159,298,0.0,707,0,0,0,0,0,0,0,544.0,0.33307086614173226,,
1156,16470.0,smithel01,Mike,Smith,L,L,1886-09-10,1901.0,1237.0,4693.0,913.0,1456.0,197.0,136.0,37.0,665.0,233.0,639.0,,,42.0,,,14.0,,,,,,,,,smithel01,1237,149,0,0,0,0,0,927,39,123,1089,,1237,0,0,0,0,0,0,0,1086.0,0.4338376305135308,,
1165,18172.0,vaughfa01,Farmer,Vaughn,R,R,1886-10-07,1899.0,915.0,3454.0,474.0,946.0,147.0,53.0,21.0,525.0,92.0,151.0,,,14.0,,,13.0,,,,,,,,,vaughfa01,915,1,553,253,2,13,3,59,14,35,110,0.0,915,0,0,0,0,0,0,0,725.0,0.36537348002316156,,
1179,3824.0,crossla01,Lave,Cross,R,R,1887-04-23,1907.0,2277.0,9084.0,1338.0,2651.0,411.0,136.0,47.0,1378.0,303.0,466.0,217.0,,31.0,,,21.0,,,,,,,,,crossla01,2277,0,324,7,60,1724,65,13,34,71,118,,2277,0,0,0,0,0,0,0,2057.0,0.3825407309555262,,
1181,3920.0,cunnibe01,Bert,Cunningham,R,R,1887-09-15,1901.0,359.0,1176.0,145.0,254.0,32.0,14.0,9.0,124.0,14.0,64.0,206.0,,6.0,,,12.0,,,,,,,,,cunnibe01,359,342,0,0,0,0,4,2,3,11,15,,359,0,0,0,0,0,0,0,199.0,0.28996598639455784,,
1193,6874.0,griffmi01,Mike,Griffin,L,R,1887-04-16,1898.0,1513.0,5923.0,1406.0,1755.0,314.0,108.0,42.0,720.0,473.0,809.0,284.0,,78.0,,,12.0,,,,,,,,,griffmi01,1513,0,0,0,7,0,28,7,1461,14,1480,0.0,1513,0,0,0,0,0,0,0,1291.0,0.40705723450953907,,
1205,11561.0,mckeaed01,Ed,McKean,R,R,1887-04-16,1899.0,1655.0,6894.0,1227.0,2084.0,272.0,158.0,67.0,1124.0,324.0,636.0,257.0,,39.0,,,13.0,,,,,,,,,mckeaed01,1655,0,0,15,31,1,1565,47,4,1,52,0.0,1655,0,0,0,0,0,0,0,1587.0,0.4167391935015956,,
1213,13056.0,oconnja01,Jack,O'Connor,R,R,1887-04-20,1910.0,1452.0,5383.0,714.0,1418.0,201.0,66.0,19.0,738.0,219.0,302.0,,,35.0,,,21.0,,,,,,,,,oconnja01,1453,0,862,208,6,2,8,42,113,217,372,,1453,0,0,0,0,0,0,0,1132.0,0.3358721902284971,,
1232,17485.0,tebeapa01,Patsy,Tebeau,R,R,1887-09-20,1900.0,1167.0,4618.0,671.0,1290.0,196.0,57.0,27.0,735.0,164.0,319.0,255.0,,42.0,,,13.0,,,,,,,,,tebeapa01,1167,1,0,595,85,478,25,1,0,0,1,0.0,1167,0,0,0,0,0,0,0,1010.0,0.36401039411000435,,
1233,17702.0,tiernmi01,Mike,Tiernan,L,L,1887-04-30,1899.0,1478.0,5915.0,1316.0,1838.0,257.0,162.0,106.0,853.0,428.0,748.0,376.0,,41.0,,,13.0,,,,,,,,,tiernmi01,1478,5,0,0,0,0,0,170,148,1160,1476,0.0,1478,0,0,0,0,0,0,0,1313.0,0.46272189349112425,,
1236,17930.0,tucketo01,Tommy,Tucker,B,R,1887-04-16,1899.0,1688.0,6482.0,1084.0,1882.0,240.0,85.0,42.0,932.0,352.0,481.0,394.0,,272.0,,,13.0,,,,,,,,,tucketo01,1688,2,0,1670,0,0,0,2,12,6,20,0.0,1688,0,0,0,0,0,0,0,1515.0,0.373033014501697,,
1237,18132.0,vanhage01,George,Van Haltren,L,L,1887-06-27,1903.0,1990.0,8043.0,1642.0,2544.0,286.0,161.0,69.0,1015.0,583.0,871.0,498.0,,38.0,,,17.0,,,,,,,,,vanhage01,1990,93,0,2,5,3,79,313,1376,149,1833,,1990,0,0,0,0,0,0,0,2028.0,0.4176302374735795,,
1239,18776.0,weyhigu01,Gus,Weyhing,R,R,1887-05-02,1901.0,554.0,1855.0,164.0,308.0,40.0,16.0,3.0,133.0,32.0,101.0,477.0,,3.0,,,14.0,,,,,,,,,weyhigu01,554,540,0,0,0,0,0,3,8,6,17,,554,0,0,0,0,0,0,0,249.0,0.20970350404312668,,
1244,1066.0,becklja01,Jake,Beckley,L,L,1888-06-20,1907.0,2392.0,9551.0,1603.0,2938.0,473.0,244.0,87.0,1581.0,315.0,616.0,526.0,,183.0,,,20.0,1.0,Veterans,,,,,,,becklja01,2392,1,0,2383,1,0,0,2,3,1,6,,2392,0,0,0,0,0,0,0,2134.0,0.4355564862318082,,
1254,3024.0,childcu01,Cupid,Childs,L,R,1888-04-23,1901.0,1457.0,5622.0,1214.0,1721.0,205.0,101.0,20.0,743.0,269.0,991.0,,,63.0,,,13.0,,,,,,,,,childcu01,1457,0,0,0,1455,0,1,0,0,0,0,,1457,0,0,0,0,0,0,0,1395.0,0.38918534329420135,,
1257,4285.0,delahed01,Ed,Delahanty,R,R,1888-05-22,1903.0,1837.0,7510.0,1600.0,2597.0,522.0,186.0,101.0,1466.0,456.0,742.0,439.0,,94.0,,,16.0,1.0,Old Timers,,,,,,,delahed01,1837,0,0,271,131,17,94,1056,250,40,1346,,1837,0,0,0,0,0,0,0,1788.0,0.5051930758988016,,
1258,4807.0,duffyhu01,Hugh,Duffy,R,R,1888-06-23,1906.0,1737.0,7044.0,1554.0,2293.0,325.0,119.0,106.0,1302.0,574.0,664.0,268.0,,29.0,,,17.0,1.0,Old Timers,,,,,,,duffyhu01,1737,0,1,1,16,7,20,574,677,437,1682,,1737,0,0,0,0,0,0,0,1743.0,0.4505962521294719,,
1259,4908.0,dwyerfr01,Frank,Dwyer,R,R,1888-09-20,1899.0,394.0,1252.0,178.0,287.0,28.0,21.0,5.0,136.0,16.0,70.0,88.0,,5.0,,,12.0,,,,,,,,,dwyerfr01,394,366,0,1,2,0,4,4,4,20,28,0.0,394,0,0,0,0,0,0,0,233.0,0.2971246006389776,,
1260,5030.0,ehretre01,Red,Ehret,R,R,1888-07-07,1898.0,397.0,1265.0,117.0,274.0,32.0,11.0,4.0,140.0,15.0,57.0,,,2.0,,,11.0,,,,,,,,,ehretre01,397,362,0,2,2,1,1,11,3,18,32,0.0,397,0,0,0,0,0,0,0,227.0,0.26877470355731226,,
1262,5345.0,farredu01,Duke,Farrell,B,R,1888-04-21,1905.0,1565.0,5682.0,829.0,1572.0,211.0,123.0,52.0,916.0,150.0,480.0,369.0,,50.0,,,18.0,,,,,,,,,farredu01,1565,0,1004,106,0,290,13,48,22,39,109,,1565,0,0,0,0,0,0,0,1186.0,0.38454769447377685,,
1267,6466.0,gleaski01,Kid,Gleason,B,R,1888-04-20,1912.0,1968.0,7459.0,1022.0,1946.0,216.0,81.0,15.0,824.0,329.0,501.0,,,38.0,,,22.0,,,,,,,,,gleaski01,1966,299,0,7,1583,16,19,14,15,13,45,,1966,0,0,0,0,0,0,0,1634.0,0.3176028958305403,,
1269,6895.0,grimjo01,John,Grim,R,R,1888-09-29,1899.0,708.0,2644.0,351.0,707.0,119.0,37.0,16.0,332.0,83.0,87.0,,,47.0,,,11.0,,,,,,,,,grimjo01,708,1,580,29,44,20,23,2,0,12,14,0.0,708,0,0,0,0,0,0,0,535.0,0.3585476550680787,,
1273,7157.0,hallmbi01,Bill,Hallman,R,R,1888-04-23,1903.0,1507.0,6030.0,942.0,1641.0,236.0,82.0,21.0,772.0,200.0,426.0,403.0,,52.0,,,14.0,,,,,,,,,hallmbi01,1507,1,37,24,1139,145,120,3,4,35,41,,1507,0,0,0,0,0,0,0,1302.0,0.34892205638474294,,
1274,7177.0,hamilbi01,Billy,Hamilton,L,R,1888-07-31,1901.0,1594.0,6283.0,1697.0,2164.0,242.0,95.0,40.0,742.0,914.0,1189.0,362.0,,89.0,,,14.0,1.0,Veterans,,,,,,,hamilbi01,1594,0,0,0,0,0,0,434,989,164,1587,,1594,0,0,0,0,0,0,0,1787.0,0.4322775744071303,,
1278,8272.0,hoydu01,Dummy,Hoy,L,R,1888-04-20,1902.0,1797.0,7115.0,1429.0,2048.0,248.0,121.0,40.0,725.0,596.0,1006.0,345.0,,134.0,,,14.0,,,,,,,,,hoydu01,1797,0,0,0,1,0,0,66,1727,5,1796,,1797,0,0,0,0,0,0,0,1639.0,0.3735769501054111,,
1315,19072.0,wilmowa01,Walt,Wilmot,B,R,1888-04-20,1898.0,962.0,3988.0,727.0,1100.0,152.0,92.0,58.0,594.0,383.0,350.0,233.0,,17.0,,,10.0,,,,,,,,,wilmowa01,962,0,0,0,0,0,0,745,184,32,958,0.0,962,0,0,0,0,0,0,0,798.0,0.4037111334002006,,
1337,4711.0,doyleja01,Jack,Doyle,R,R,1889-08-27,1905.0,1569.0,6055.0,977.0,1811.0,316.0,64.0,25.0,971.0,518.0,440.0,,,49.0,,,17.0,,,,,,,,,doyleja01,1569,0,176,1048,127,50,53,13,45,76,133,,1569,0,0,0,0,0,0,0,1406.0,0.38480594549958713,,
1357,8085.0,hollibu01,Bug,Holliday,R,R,1889-04-17,1898.0,930.0,3658.0,735.0,1141.0,162.0,72.0,65.0,621.0,252.0,360.0,226.0,,20.0,,,10.0,,,,,,,,,hollibu01,930,2,0,10,3,0,5,211,598,92,893,0.0,930,0,0,0,0,0,0,0,842.0,0.4488791689447786,,
1363,10407.0,longhe01,Herman,Long,L,R,1889-04-17,1904.0,1875.0,7678.0,1456.0,2129.0,342.0,97.0,91.0,1055.0,537.0,612.0,462.0,,57.0,,,16.0,,,,,,,,,longhe01,1875,0,0,2,65,1,1795,18,1,0,19,,1875,0,0,0,0,0,0,0,1599.0,0.38265173222193277,,
1364,11252.0,mcaleji01,Jimmy,McAleer,R,R,1889-04-24,1907.0,1021.0,3981.0,620.0,1008.0,114.0,40.0,11.0,469.0,262.0,365.0,329.0,,38.0,,,13.0,,,,,,,,,mcaleji01,1019,1,0,0,2,1,0,128,887,2,1016,,1019,0,0,0,0,0,0,0,843.0,0.3102235619191158,,
1379,15369.0,rusieam01,Amos,Rusie,R,R,1889-05-09,1901.0,487.0,1730.0,209.0,429.0,42.0,29.0,8.0,176.0,25.0,27.0,186.0,,6.0,,,10.0,1.0,Veterans,,,,,,,rusieam01,487,463,0,1,0,0,0,6,1,14,21,,487,0,0,0,0,0,0,0,350.0,0.3196531791907514,,
1380,15408.0,ryanja01,Jack,Ryan,R,R,1889-09-02,1913.0,616.0,2192.0,245.0,476.0,69.0,29.0,4.0,189.0,32.0,85.0,,,7.0,,,13.0,,,,,,,,,ryanja01,616,0,527,42,19,17,4,4,4,7,15,,616,0,0,0,0,0,0,0,374.0,0.28056569343065696,,
1384,17017.0,stiveja01,Jack,Stivetts,R,R,1889-06-26,1899.0,601.0,1992.0,348.0,593.0,84.0,46.0,35.0,357.0,31.0,133.0,,,9.0,,,11.0,,,,,,,,,stiveja01,601,388,0,30,4,5,5,41,33,69,141,0.0,601,0,0,0,0,0,0,0,428.0,0.4387550200803213,,
1385,17219.0,sullimi02,Mike,Sullivan,L,R,1889-06-17,1899.0,160.0,491.0,46.0,96.0,9.0,3.0,2.0,48.0,3.0,13.0,92.0,,3.0,,,10.0,,,,,,,,,sullimi02,160,160,0,0,0,0,0,0,0,1,1,0.0,160,0,0,0,0,0,0,0,82.0,0.23828920570264767,,
